Timestamp,TargetID,ReactionTime,ErrorDistance,Velocity,CurrentDifficulty,HitScore,MotionVariance,TargetType
2026-04-19T01:57:20.097,9,0.9887,9.90,0.00,3,Perfect,55.0417,circle,0
2026-04-19T01:57:21.717,10,0.5689,7.81,0.00,3,Perfect,0.0000,circle,0
2026-04-19T01:57:23.807,11,0.3199,9.85,0.00,3,Perfect,0.0000,circle,0
2026-04-19T01:57:26.109,12,0.3880,6.08,0.00,4,Perfect,0.6875,circle,0
2026-04-19T01:57:28.361,13,0.3593,15.00,0.00,4,Great,0.9167,circle,0
2026-04-19T01:57:30.620,14,0.6426,4.47,0.00,4,Perfect,1.7083,circle,0
2026-04-19T01:57:32.727,15,1.1000,36.00,0.00,5,Miss,152.9931,circle,1
2026-04-19T01:57:34.961,16,0.7629,16.28,0.00,5,Good,35.8611,circle,0
2026-04-19T01:57:37.108,17,0.6612,7.62,0.00,5,Great,100.5972,circle,0
2026-04-19T01:57:39.260,18,0.6689,8.06,0.00,5,Great,19.1042,circle,0
2026-04-19T01:57:41.423,19,0.6599,11.18,0.00,5,Great,226.3819,circle,0
2026-04-19T01:57:43.615,20,0.6294,7.62,0.00,5,Great,184.7986,circle,0
2026-04-19T01:57:46.012,21,1.1000,36.00,0.00,5,Miss,0.1528,circle,1
2026-04-19T01:57:47.994,22,0.5034,13.89,0.00,5,Good,11.6319,circle,0
2026-04-19T01:57:50.413,23,1.1000,36.00,0.00,5,Miss,0.0000,circle,1
2026-04-19T01:57:52.627,24,1.1000,36.00,0.00,5,Miss,66.4931,circle,1
2026-04-19T01:57:54.855,25,1.1000,36.00,0.00,5,Miss,29.7153,circle,1
2026-04-19T01:57:57.446,26,1.5000,52.00,0.00,4,Miss,0.0000,circle,1
2026-04-19T01:57:59.740,27,1.5000,52.00,0.00,4,Miss,404696.7986,circle,1
2026-04-19T01:58:01.888,28,1.5000,52.00,0.00,4,Miss,252400.0972,circle,1
2026-04-19T01:58:04.598,29,2.0000,68.00,0.00,3,Miss,491537.6528,circle,1
2026-04-19T01:58:06.817,30,2.0000,68.00,0.00,3,Miss,189908.5556,circle,1
2026-04-19T02:02:51.720,1,0.0174,4.12,11.22,1,Perfect,0.3819,circle,0
2026-04-19T02:02:53.873,2,0.3290,11.31,0.00,1,Perfect,0.0000,circle,0
2026-04-19T02:02:57.732,3,2.2966,15.03,44.81,1,Perfect,9.7431,circle,0
2026-04-19T02:02:58.926,4,0.7703,14.56,24.48,2,Perfect,2.7083,circle,0
2026-04-19T02:03:00.532,5,0.7199,26.40,5.44,2,Great,0.1389,circle,0
2026-04-19T02:03:02.971,6,0.2925,4.12,40.70,2,Perfect,17.6528,circle,0
2026-04-19T02:03:05.114,7,0.3495,6.71,47.96,3,Perfect,16.9861,circle,0
2026-04-19T02:03:07.638,8,0.7694,10.05,5.49,3,Perfect,0.0764,circle,0
2026-04-19T02:03:09.463,9,0.3341,0.00,17.63,3,Perfect,1.0556,circle,0
2026-04-19T02:03:11.552,10,0.3149,3.61,21.37,4,Perfect,1.2431,circle,0
2026-04-19T02:03:13.804,11,0.3866,25.06,23.48,4,Good,1.5556,circle,0
2026-04-19T02:03:15.891,12,0.5446,1.41,27.27,4,Perfect,2.3264,circle,0
2026-04-19T02:03:18.161,13,0.6571,13.04,0.00,5,Good,0.0000,circle,0
2026-04-19T02:03:20.441,14,0.3345,14.04,41.19,5,Good,4.2639,circle,0
2026-04-19T02:03:22.749,15,1.1000,36.00,0.00,5,Miss,0.0000,circle,1
2026-04-19T02:03:24.961,16,1.1000,36.00,0.00,5,Miss,106.7639,circle,1
2026-04-19T02:03:27.241,17,1.1000,36.00,0.00,5,Miss,313.3333,circle,1
2026-04-19T02:03:29.782,18,1.5000,52.00,0.00,4,Miss,2140.6319,circle,1
2026-04-19T02:03:31.997,19,1.5000,52.00,0.00,4,Miss,0.0000,circle,1
2026-04-19T02:03:34.216,20,1.5000,52.00,0.00,4,Miss,0.0000,circle,1
2026-04-19T02:03:36.941,21,2.0000,68.00,0.00,3,Miss,2607.3194,circle,1
2026-04-19T02:03:39.144,22,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:03:41.357,23,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:18:43.656,1,0.4088,6.40,20.77,1,Perfect,1.2708,circle,0
2026-04-19T02:18:46.036,2,0.7050,6.00,12.15,1,Perfect,0.3819,circle,0
2026-04-19T02:18:48.032,3,0.4405,17.69,5.50,1,Perfect,0.0764,circle,0
2026-04-19T02:18:49.852,4,0.0164,4.12,0.00,2,Perfect,0.0000,circle,0
2026-04-19T02:18:52.179,5,0.3707,13.89,0.00,2,Perfect,0.0000,circle,0
2026-04-19T02:18:54.538,6,0.3287,4.47,39.07,2,Perfect,7.4306,circle,0
2026-04-19T02:18:56.680,7,0.2656,9.49,13.88,3,Perfect,0.8194,circle,0
2026-04-19T02:18:58.888,8,0.3871,17.46,0.00,3,Great,0.0000,circle,0
2026-04-19T02:19:01.020,9,0.3372,12.21,90.58,3,Great,84.0208,circle,0
2026-04-19T02:19:03.630,10,0.6730,9.85,18.67,4,Great,0.9861,circle,0
2026-04-19T02:19:05.830,11,0.6319,9.49,5.48,4,Great,0.0764,circle,0
2026-04-19T02:19:08.195,12,1.5000,52.00,0.00,4,Miss,4989.2639,circle,1
2026-04-19T02:19:10.395,13,1.5000,52.00,0.00,4,Miss,0.0000,circle,1
2026-04-19T02:19:12.640,14,1.5000,52.00,0.00,4,Miss,8096.5486,circle,1
2026-04-19T02:19:15.300,15,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:19:17.508,16,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:19:19.743,17,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:19:22.183,18,0.4610,11.18,56.53,2,Perfect,32.8611,circle,0
2026-04-19T02:19:23.475,19,0.5414,5.00,28.54,2,Perfect,2.7083,circle,0
2026-04-19T02:19:26.888,20,2.5000,88.00,0.00,2,Miss,0.0000,circle,1
2026-04-19T02:19:29.083,21,2.5000,88.00,0.00,2,Miss,0.0000,circle,1
2026-04-19T02:19:31.300,22,2.5000,88.00,0.00,2,Miss,165.1389,circle,1
2026-04-19T02:21:26.368,1,3.0000,110.00,0.00,1,Miss,0.0000,circle,1
2026-04-19T02:21:28.576,2,3.0000,110.00,0.00,1,Miss,0.0000,circle,1
2026-04-19T02:21:30.792,3,3.0000,110.00,0.00,1,Miss,115.5764,circle,1
2026-04-19T02:21:31.871,4,0.0251,3.61,0.00,1,Perfect,0.0000,circle,0
2026-04-19T02:21:34.918,5,2.1724,32.45,5.50,1,Great,0.0764,circle,0
2026-04-19T02:21:36.263,6,0.0165,3.16,6.26,1,Perfect,0.1528,circle,0
2026-04-19T02:21:38.229,7,0.8835,7.28,10.64,2,Perfect,0.2153,circle,0
2026-04-19T02:21:40.517,8,1.0750,7.07,37.62,2,Perfect,10.6528,circle,0
2026-04-19T02:21:42.228,9,0.4555,12.53,0.00,2,Perfect,0.0000,circle,0
2026-04-19T02:21:45.269,10,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:21:47.467,11,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:21:49.706,12,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:21:52.427,13,2.5000,88.00,0.00,2,Miss,0.0000,circle,1
2026-04-19T02:21:54.656,14,2.5000,88.00,0.00,2,Miss,0.0000,circle,1
2026-04-19T02:21:56.862,15,2.5000,88.00,0.00,2,Miss,0.0000,circle,1
2026-04-19T02:21:58.506,16,1.4983,25.96,95.81,1,Great,48.7153,circle,0
2026-04-19T02:22:00.226,17,0.6152,14.76,0.00,1,Perfect,0.0000,circle,0
2026-04-19T02:22:02.074,18,0.2994,15.81,0.00,1,Perfect,0.0000,circle,0
2026-04-19T02:22:04.496,19,0.5217,9.06,24.18,2,Perfect,1.9167,circle,0
2026-04-19T02:22:06.816,20,0.6702,6.40,51.91,2,Perfect,23.4861,circle,0
2026-04-19T02:22:08.629,21,0.1028,13.04,0.00,2,Perfect,0.0000,circle,0
2026-04-19T02:22:11.811,22,2.0000,68.00,0.00,3,Miss,0.0000,circle,1
2026-04-19T02:22:13.418,23,0.6817,10.30,37.37,3,Perfect,13.2986,circle,0
2026-04-19T02:22:15.367,24,0.5102,14.14,30.57,3,Great,7.8333,circle,0
2026-04-19T02:22:17.510,25,0.5289,7.28,66.01,3,Perfect,61.1597,circle,0
2026-04-19T02:22:19.803,26,0.7254,3.61,58.16,4,Perfect,17.7639,circle,0
2026-04-19T02:22:21.918,27,0.5819,19.31,77.78,4,Good,97.9931,circle,0
2026-04-19T02:22:24.125,28,0.3462,10.44,53.75,4,Great,41.0000,circle,0
2026-04-19T02:22:26.403,29,1.1000,36.00,0.00,5,Miss,0.0000,circle,1
